name_1,date_1,name_2,date_2,name_3,date_3,context,correct_date,correct_date_str,correct_answer
Dallas,2019-02-11,Ian,2019-02-01,Aaron,2019-01-10,Dallas watered the plants on the 11th of February. Ian watered the plants on the 1st of February. Aaron watered the plants on the 10th of January. The first person that watered the plants was,2019-01-10,10th of January,Aaron
Jerry,2019-01-10,William,2019-01-23,John,2019-01-07,Jerry sold their car on the 10th of January. William sold their car on the 23rd of January. John sold their car on the 7th of January. The first person that sold their car was,2019-01-07,7th of January,John
Jerry,2019-02-22,Alex,2019-02-01,Grant,2019-02-02,Jerry had a barbecue on the 22nd of February. Alex had a barbecue on the 1st of February. Grant had a barbecue on the 2nd of February. The first person that had a barbecue was,2019-02-01,1st of February,Alex
Richard,2019-01-12,Rachel,2019-01-17,John,2019-02-09,Richard harvested a garden on the 12th of January. Rachel harvested a garden on the 17th of January. John harvested a garden on the 9th of February. The first person that harvested a garden was,2019-01-12,12th of January,Richard
Leon,2019-02-20,Matt,2019-02-22,John,2019-01-07,Leon washed the car on the 20th of February. Matt washed the car on the 22nd of February. John washed the car on the 7th of January. The first person that washed the car was,2019-01-07,7th of January,John
Jerry,2019-01-13,Ian,2019-01-27,Hunter,2019-01-16,Jerry refinanced the mortgage on the 13th of January. Ian refinanced the mortgage on the 27th of January. Hunter refinanced the mortgage on the 16th of January. The first person that refinanced the mortgage was,2019-01-13,13th of January,Jerry
Connor,2019-01-06,Rachel,2019-02-22,Hunter,2019-01-10,Connor received a letter on the 6th of January. Rachel received a letter on the 22nd of February. Hunter received a letter on the 10th of January. The first person that received a letter was,2019-01-06,6th of January,Connor
Richard,2019-01-12,Mark,2019-02-22,Luke,2019-01-10,Richard repaired the bike on the 12th of January. Mark repaired the bike on the 22nd of February. Luke repaired the bike on the 10th of January. The first person that repaired the bike was,2019-01-10,10th of January,Luke
Maria,2019-01-27,Dean,2019-01-02,Aaron,2019-01-10,Maria threw a party on the 27th of January. Dean threw a party on the 2nd of January. Aaron threw a party on the 10th of January. The first person that threw a party was,2019-01-02,2nd of January,Dean
Ryan,2019-02-04,Marco,2019-01-27,William,2019-02-08,Ryan got a birthday gift on the 4th of February. Marco got a birthday gift on the 27th of January. William got a birthday gift on the 8th of February. The first person that got a birthday gift was,2019-01-27,27th of January,Marco
Bob,2019-01-25,Jack,2019-01-16,Peter,2019-01-13,Bob cleaned the shed on the 25th of January. Jack cleaned the shed on the 16th of January. Peter cleaned the shed on the 13th of January. The first person that cleaned the shed was,2019-01-13,13th of January,Peter
Hunter,2019-01-16,Jason,2019-01-11,Ryan,2019-02-02,Hunter took a boat on the 16th of January. Jason took a boat on the 11th of January. Ryan took a boat on the 2nd of February. The first person that took a boat was,2019-01-11,11th of January,Jason
Alice,2019-01-16,Peter,2019-01-13,Bob,2019-01-23,Alice won a prize on the 16th of January. Peter won a prize on the 13th of January. Bob won a prize on the 23rd of January. The first person that won a prize was,2019-01-13,13th of January,Peter
Kevin,2019-01-04,Jack,2019-01-19,Robert,2019-01-18,Kevin washed the floors on the 4th of January. Jack washed the floors on the 19th of January. Robert washed the floors on the 18th of January. The first person that washed the floors was,2019-01-04,4th of January,Kevin
Martin,2019-01-17,Peter,2019-01-13,Tyler,2019-01-25,Martin cooked lasagna on the 17th of January. Peter cooked lasagna on the 13th of January. Tyler cooked lasagna on the 25th of January. The first person that cooked lasagna was,2019-01-13,13th of January,Peter
Steve,2019-01-10,Bob,2019-01-23,Rachel,2019-01-09,Steve arrived in Canada on the 10th of January. Bob arrived in Canada on the 23rd of January. Rachel arrived in Canada on the 9th of January. The first person that arrived in Canada was,2019-01-09,9th of January,Rachel
Mark,2019-02-22,Alex,2019-02-01,Charlie,2019-02-16,Mark watched a movie on the 22nd of February. Alex watched a movie on the 1st of February. Charlie watched a movie on the 16th of February. The first person that watched a movie was,2019-02-01,1st of February,Alex
Frank,2019-02-08,Leon,2019-02-20,April,2019-02-07,Frank took a taxi on the 8th of February. Leon took a taxi on the 20th of February. April took a taxi on the 7th of February. The first person that took a taxi was,2019-02-07,7th of February,April
Jason,2019-01-11,Grant,2019-01-26,Andrew,2019-02-16,Jason filled out the application on the 11th of January. Grant filled out the application on the 26th of January. Andrew filled out the application on the 16th of February. The first person that filled out the application was,2019-01-11,11th of January,Jason
Josh,2019-02-25,Mark,2019-02-13,Bob,2019-02-19,Josh watched a documentary on the 25th of February. Mark watched a documentary on the 13th of February. Bob watched a documentary on the 19th of February. The first person that watched a documentary was,2019-02-13,13th of February,Mark
Rachel,2019-01-25,Dallas,2019-02-11,Ryan,2019-02-04,Rachel visited a new city on the 25th of January. Dallas visited a new city on the 11th of February. Ryan visited a new city on the 4th of February. The first person that visited a new city was,2019-01-25,25th of January,Rachel
Alex,2019-02-01,Ryan,2019-01-31,Jerry,2019-01-13,Alex planted a tree on the 1st of February. Ryan planted a tree on the 31st of January. Jerry planted a tree on the 13th of January. The first person that planted a tree was,2019-01-13,13th of January,Jerry
Ryan,2019-02-04,Mark,2019-02-03,Dallas,2019-02-19,Ryan baked a cake on the 4th of February. Mark baked a cake on the 3rd of February. Dallas baked a cake on the 19th of February. The first person that baked a cake was,2019-02-03,3rd of February,Mark
Jerry,2019-02-22,Jack,2019-01-16,Richard,2019-01-12,Jerry went hiking on the 22nd of February. Jack went hiking on the 16th of January. Richard went hiking on the 12th of January. The first person that went hiking was,2019-01-12,12th of January,Richard
Grant,2019-01-26,Connor,2019-02-16,Alex,2019-02-01,Grant sold their car on the 26th of January. Connor sold their car on the 16th of February. Alex sold their car on the 1st of February. The first person that sold their car was,2019-01-26,26th of January,Grant
Grant,2019-01-14,Connor,2019-02-16,Jack,2019-01-16,Grant went to the beach on the 14th of January. Connor went to the beach on the 16th of February. Jack went to the beach on the 16th of January. The first person that went to the beach was,2019-01-14,14th of January,Grant
Andrew,2019-02-16,Dean,2019-01-11,Connor,2019-01-18,Andrew took a train on the 16th of February. Dean took a train on the 11th of January. Connor took a train on the 18th of January. The first person that took a train was,2019-01-11,11th of January,Dean
Walker,2019-02-14,Bob,2019-01-23,Maria,2019-01-27,Walker visited a new city on the 14th of February. Bob visited a new city on the 23rd of January. Maria visited a new city on the 27th of January. The first person that visited a new city was,2019-01-23,23rd of January,Bob
Mark,2019-02-03,Scott,2019-01-26,Josh,2019-02-14,Mark arrived in Italy on the 3rd of February. Scott arrived in Italy on the 26th of January. Josh arrived in Italy on the 14th of February. The first person that arrived in Italy was,2019-01-26,26th of January,Scott
Max,2019-01-18,Hope,2019-01-29,Mark,2019-02-13,Max left for vacation on the 18th of January. Hope left for vacation on the 29th of January. Mark left for vacation on the 13th of February. The first person that left for vacation was,2019-01-18,18th of January,Max
Ian,2019-02-12,Hope,2019-02-11,Steve,2019-02-13,Ian had a barbecue on the 12th of February. Hope had a barbecue on the 11th of February. Steve had a barbecue on the 13th of February. The first person that had a barbecue was,2019-02-11,11th of February,Hope
Frank,2019-02-18,Leon,2019-01-09,Joy,2019-02-25,Frank donated toys on the 18th of February. Leon donated toys on the 9th of January. Joy donated toys on the 25th of February. The first person that donated toys was,2019-01-09,9th of January,Leon
Alice,2019-01-24,Steve,2019-02-13,Charlie,2019-02-16,Alice bought a new car on the 24th of January. Steve bought a new car on the 13th of February. Charlie bought a new car on the 16th of February. The first person that bought a new car was,2019-01-24,24th of January,Alice
Brandon,2019-02-18,Scott,2019-02-28,Kevin,2019-01-04,Brandon cleaned the shed on the 18th of February. Scott cleaned the shed on the 28th of February. Kevin cleaned the shed on the 4th of January. The first person that cleaned the shed was,2019-01-04,4th of January,Kevin
Bob,2019-01-10,Matt,2019-01-14,Hunter,2019-01-16,Bob received a promotion on the 10th of January. Matt received a promotion on the 14th of January. Hunter received a promotion on the 16th of January. The first person that received a promotion was,2019-01-10,10th of January,Bob
Steve,2019-02-21,Hunter,2019-02-15,Brandon,2019-02-23,Steve attended a funeral on the 21st of February. Hunter attended a funeral on the 15th of February. Brandon attended a funeral on the 23rd of February. The first person that attended a funeral was,2019-02-15,15th of February,Hunter
Grant,2019-01-26,Ian,2019-01-09,Hope,2019-02-10,Grant painted a mural on the 26th of January. Ian painted a mural on the 9th of January. Hope painted a mural on the 10th of February. The first person that painted a mural was,2019-01-09,9th of January,Ian
Dean,2019-01-11,Grant,2019-01-14,Mark,2019-02-13,Dean planted a tree on the 11th of January. Grant planted a tree on the 14th of January. Mark planted a tree on the 13th of February. The first person that planted a tree was,2019-01-11,11th of January,Dean
Alex,2019-01-20,Fred,2019-01-09,Ryan,2019-02-02,Alex wrote a letter on the 20th of January. Fred wrote a letter on the 9th of January. Ryan wrote a letter on the 2nd of February. The first person that wrote a letter was,2019-01-09,9th of January,Fred
Dean,2019-02-14,Jason,2019-01-11,Leon,2019-02-23,Dean ironed the clothes on the 14th of February. Jason ironed the clothes on the 11th of January. Leon ironed the clothes on the 23rd of February. The first person that ironed the clothes was,2019-01-11,11th of January,Jason
Aaron,2019-01-10,Steve,2019-01-16,Charlie,2019-01-23,Aaron took a boat on the 10th of January. Steve took a boat on the 16th of January. Charlie took a boat on the 23rd of January. The first person that took a boat was,2019-01-10,10th of January,Aaron
Josh,2019-02-25,Rachel,2019-01-09,Tyler,2019-01-25,Josh played beer pong on the 25th of February. Rachel played beer pong on the 9th of January. Tyler played beer pong on the 25th of January. The first person that played beer pong was,2019-01-09,9th of January,Rachel
Grant,2019-03-31,Bob,2019-03-18,Luke,2019-03-15,Grant arrived in France on the 31st of March. Bob arrived in France on the 18th of March. Luke arrived in France on the 15th of March. The first person that arrived in France was,2019-03-15,15th of March,Luke
Hope,2019-03-12,Henry,2019-03-03,George,2019-04-16,Hope washed the dog on the 12th of March. Henry washed the dog on the 3rd of March. George washed the dog on the 16th of April. The first person that washed the dog was,2019-03-03,3rd of March,Henry
