name_1,period_length_1,period_str_1,name_2,period_length_2,period_str_2,name_3,period_length_3,period_str_3,context,period_type,correct_period_str,correct_period_length,correct_answer
Jason,30.0,monthly,Alice,180.0,every 6 months,Hope,60.0,every two months,Jason goes on a business trip monthly. Alice goes on a business trip every 6 months. Hope goes on a business trip every two months. The person who goes on a business trip more often is,months,monthly,30.0,Jason
Tyler,30.0,every month,William,14.0,every other week,Martin,42.0,every 6 weeks,Tyler waters the plants every month. William waters the plants every other week. Martin waters the plants every 6 weeks. The person who waters the plants more often is,weeks,every other week,14.0,William
Kyle,7.0,every week,Neil,5.0,six times a month,Scott,21.0,every 3 weeks,Kyle cleans the windows every week. Neil cleans the windows six times a month. Scott cleans the windows every 3 weeks. The person who cleans the windows more often is,weeks,six times a month,5.0,Neil
Ryan,30.0,every month,Marco,28.0,every 4 weeks,Maria,5.0,six times a month,Ryan has friends over every month. Marco has friends over every 4 weeks. Maria has friends over six times a month. The person who has friends over more often is,weeks,six times a month,5.0,Maria
Richard,2190.0,every 6 years,William,1460.0,every 4 years,Ryan,365.0,every year,Richard visits the US every 6 years. William visits the US every 4 years. Ryan visits the US every year. The person who visits the US more often is,years,every year,365.0,Ryan
Kyle,3.5,twice a week,Max,6.0,every 6 days,Marco,2.3333333333333335,three times a week,Kyle walks the dog twice a week. Max walks the dog every 6 days. Marco walks the dog three times a week. The person who walks the dog more often is,days,three times a week,2.3333333333333335,Marco
Neil,3.0,every 3 days,Connor,1.1666666666666667,six times a week,Hope,3.5,twice a week,Neil bakes a cake every 3 days. Connor bakes a cake six times a week. Hope bakes a cake twice a week. The person who bakes a cake more often is,days,six times a week,1.1666666666666667,Connor
Josh,365.0,every year,Peter,150.0,every 5 months,Martin,182.5,twice a year,Josh visits the US every year. Peter visits the US every 5 months. Martin visits the US twice a year. The person who visits the US more often is,months,every 5 months,150.0,Peter
Walker,4.0,every 4 days,Aaron,1.0,every day,William,2.3333333333333335,three times a week,Walker plays tennis every 4 days. Aaron plays tennis every day. William plays tennis three times a week. The person who plays tennis more often is,days,every day,1.0,Aaron
Tyler,2.0,every other day,Ian,1.1666666666666667,six times a week,Matt,1.4,five times a week,Tyler watches a movie every other day. Ian watches a movie six times a week. Matt watches a movie five times a week. The person who watches a movie more often is,days,six times a week,1.1666666666666667,Ian
Bob,73.0,five times a year,Blake,150.0,every 5 months,Andrew,30.0,monthly,Bob visits Italy five times a year. Blake visits Italy every 5 months. Andrew visits Italy monthly. The person who visits Italy more often is,months,monthly,30.0,Andrew
Fred,6.0,every 6 days,Brandon,5.0,every 5 days,Robert,1.4,five times a week,Fred cleans the house every 6 days. Brandon cleans the house every 5 days. Robert cleans the house five times a week. The person who cleans the house more often is,days,five times a week,1.4,Robert
Neil,365.0,every year,Kyle,1825.0,every 5 years,Fred,2190.0,every 6 years,Neil donates to charity every year. Kyle donates to charity every 5 years. Fred donates to charity every 6 years. The person who donates to charity more often is,years,every year,365.0,Neil
Leon,4.0,every 4 days,Mark,1.4,five times a week,Max,5.0,every 5 days,Leon does the laundry every 4 days. Mark does the laundry five times a week. Max does the laundry every 5 days. The person who does the laundry more often is,days,five times a week,1.4,Mark
Rachel,150.0,every 5 months,Michael,60.833333333333336,six times a year,Dean,60.0,every other month,Rachel goes hiking every 5 months. Michael goes hiking six times a year. Dean goes hiking every other month. The person who goes hiking more often is,months,every other month,60.0,Dean
Frank,91.25,four times a year,Peter,120.0,every 4 months,Max,365.0,every year,Frank goes on a business trip four times a year. Peter goes on a business trip every 4 months. Max goes on a business trip every year. The person who goes on a business trip more often is,months,four times a year,91.25,Frank
Bob,5.0,every 5 days,Hunter,7.0,every week,Henry,3.5,twice a week,Bob reads the newspaper every 5 days. Hunter reads the newspaper every week. Henry reads the newspaper twice a week. The person who reads the newspaper more often is,days,twice a week,3.5,Henry
Dean,90.0,every 3 months,Dallas,60.0,every two months,Tyler,60.833333333333336,six times a year,Dean visits the doctor every 3 months. Dallas visits the doctor every two months. Tyler visits the doctor six times a year. The person who visits the doctor more often is,months,every two months,60.0,Dallas
Brandon,2190.0,every 6 years,Neil,730.0,every two years,Dallas,365.0,every year,Brandon goes to the dentist every 6 years. Neil goes to the dentist every two years. Dallas goes to the dentist every year. The person who goes to the dentist more often is,years,every year,365.0,Dallas
Henry,14.0,every other week,Jason,10.0,three times a month,Marco,35.0,every 5 weeks,Henry walks the dog every other week. Jason walks the dog three times a month. Marco walks the dog every 5 weeks. The person who walks the dog more often is,weeks,three times a month,10.0,Jason
Mark,10.0,three times a month,Jason,14.0,every other week,Bob,35.0,every 5 weeks,Mark bakes a cake three times a month. Jason bakes a cake every other week. Bob bakes a cake every 5 weeks. The person who bakes a cake more often is,weeks,three times a month,10.0,Mark
William,121.66666666666667,three times a year,Dallas,73.0,five times a year,Dean,60.0,every two months,William visits India three times a year. Dallas visits India five times a year. Dean visits India every two months. The person who visits India more often is,months,every two months,60.0,Dean
John,90.0,every 3 months,Brandon,121.66666666666667,three times a year,Michael,30.0,monthly,John votes in the elections every 3 months. Brandon votes in the elections three times a year. Michael votes in the elections monthly. The person who votes in the elections more often is,months,monthly,30.0,Michael
Bob,35.0,every 5 weeks,Michael,5.0,six times a month,John,30.0,every month,Bob visits France every 5 weeks. Michael visits France six times a month. John visits France every month. The person who visits France more often is,weeks,six times a month,5.0,Michael
Kyle,5.0,every 5 days,Richard,1.75,four times a week,George,1.0,every day,Kyle plays basketball every 5 days. Richard plays basketball four times a week. George plays basketball every day. The person who plays basketball more often is,days,every day,1.0,George
Laura,1.4,five times a week,Luke,5.0,every 5 days,Dean,7.0,every week,Laura changes the bed sheets five times a week. Luke changes the bed sheets every 5 days. Dean changes the bed sheets every week. The person who changes the bed sheets more often is,days,five times a week,1.4,Laura
George,1460.0,every 4 years,Walker,730.0,every two years,Brandon,2190.0,every 6 years,George goes to a wedding every 4 years. Walker goes to a wedding every two years. Brandon goes to a wedding every 6 years. The person who goes to a wedding more often is,years,every two years,730.0,Walker
Frank,3.0,every 3 days,Scott,2.0,every other day,Hunter,7.0,every week,Frank cleans the house every 3 days. Scott cleans the house every other day. Hunter cleans the house every week. The person who cleans the house more often is,days,every other day,2.0,Scott
Mark,1825.0,every 5 years,Richard,2190.0,every 6 years,Hunter,365.0,every year,Mark visits the US every 5 years. Richard visits the US every 6 years. Hunter visits the US every year. The person who visits the US more often is,years,every year,365.0,Hunter
Mark,180.0,every 6 months,Leon,30.0,monthly,Frank,91.25,four times a year,Mark goes on a business trip every 6 months. Leon goes on a business trip monthly. Frank goes on a business trip four times a year. The person who goes on a business trip more often is,months,monthly,30.0,Leon
Hope,7.0,every week,William,2.3333333333333335,three times a week,George,6.0,every 6 days,Hope plays volleyball every week. William plays volleyball three times a week. George plays volleyball every 6 days. The person who plays volleyball more often is,days,three times a week,2.3333333333333335,William
Frank,3.0,every 3 days,Jack,3.5,twice a week,Connor,1.1666666666666667,six times a week,Frank watches a movie every 3 days. Jack watches a movie twice a week. Connor watches a movie six times a week. The person who watches a movie more often is,days,six times a week,1.1666666666666667,Connor
Scott,182.5,twice a year,Leon,60.833333333333336,six times a year,Dallas,60.0,every other month,Scott watches a movie twice a year. Leon watches a movie six times a year. Dallas watches a movie every other month. The person who watches a movie more often is,months,every other month,60.0,Dallas
Blake,150.0,every 5 months,Hunter,180.0,every 6 months,Fred,30.0,monthly,Blake watches a movie every 5 months. Hunter watches a movie every 6 months. Fred watches a movie monthly. The person who watches a movie more often is,months,monthly,30.0,Fred
Aaron,1095.0,every 3 years,Leon,2190.0,every 6 years,Rose,365.0,every year,Aaron renews their driver's license every 3 years. Leon renews their driver's license every 6 years. Rose renews their driver's license every year. The person who renews their driver's license more often is,years,every year,365.0,Rose
Bob,182.5,twice a year,Emily,73.0,five times a year,Rose,60.833333333333336,six times a year,Bob throws a party twice a year. Emily throws a party five times a year. Rose throws a party six times a year. The person who throws a party more often is,months,six times a year,60.833333333333336,Rose
