name_1,date_1,name_2,date_2,name_3,date_3,alternatives,context,correct_date,correct_month,correct_month_label,correct_answer
Alex,2019-01-15,Dean,2019-09-20,Dallas,2019-04-21,"['Alex', 'Dean', 'Dallas']",Alex arrived in the UK on the 15th of January. Dean arrived in the UK on the 20th of September. Dallas arrived in the UK on the 21st of April. The only person that arrived in the UK in September is,2019-09-20,September,8,Dean
Connor,2019-06-11,Tyler,2019-05-27,Richard,2019-04-25,"['Connor', 'Tyler', 'Richard']",Connor repotted the plants on the 11th of June. Tyler repotted the plants on the 27th of May. Richard repotted the plants on the 25th of April. The only person that repotted the plants in April is,2019-04-25,April,3,Richard
Mark,2019-01-30,Peter,2019-02-20,Connor,2019-06-11,"['Mark', 'Peter', 'Connor']",Mark watered the plants on the 30th of January. Peter watered the plants on the 20th of February. Connor watered the plants on the 11th of June. The only person that watered the plants in June is,2019-06-11,June,5,Connor
Ian,2019-05-07,Peter,2019-07-18,Matt,2019-02-02,"['Ian', 'Peter', 'Matt']",Ian mowed the lawn on the 7th of May. Peter mowed the lawn on the 18th of July. Matt mowed the lawn on the 2nd of February. The only person that mowed the lawn in July is,2019-07-18,July,6,Peter
Max,2019-03-06,Tyler,2019-11-21,April,2019-08-31,"['Max', 'Tyler', 'April']",Max arrived in Canada on the 6th of March. Tyler arrived in Canada on the 21st of November. April arrived in Canada on the 31st of August. The only person that arrived in Canada in March is,2019-03-06,March,2,Max
Brandon,2019-01-03,Marco,2019-10-17,Kevin,2019-02-11,"['Brandon', 'Marco', 'Kevin']",Brandon received a promotion on the 3rd of January. Marco received a promotion on the 17th of October. Kevin received a promotion on the 11th of February. The only person that received a promotion in February is,2019-02-11,February,1,Kevin
Martin,2019-08-23,Charlie,2019-08-08,Emily,2019-10-30,"['Martin', 'Charlie', 'Emily']",Martin received a promotion on the 23rd of August. Charlie received a promotion on the 8th of August. Emily received a promotion on the 30th of October. The only person that received a promotion in October is,2019-10-30,October,9,Emily
Luke,2019-11-28,Dean,2019-07-24,Robert,2019-11-24,"['Luke', 'Dean', 'Robert']",Luke took a walk in the park on the 28th of November. Dean took a walk in the park on the 24th of July. Robert took a walk in the park on the 24th of November. The only person that took a walk in the park in July is,2019-07-24,July,6,Dean
Henry,2019-06-27,William,2019-03-23,Peter,2019-12-10,"['Henry', 'William', 'Peter']",Henry cleaned the attic on the 27th of June. William cleaned the attic on the 23rd of March. Peter cleaned the attic on the 10th of December. The only person that cleaned the attic in March is,2019-03-23,March,2,William
Joy,2019-04-01,April,2019-05-31,Rose,2019-10-14,"['Joy', 'April', 'Rose']",Joy arrived in the US on the 1st of April. April arrived in the US on the 31st of May. Rose arrived in the US on the 14th of October. The only person that arrived in the US in May is,2019-05-31,May,4,April
Blake,2019-12-15,Mark,2019-09-21,Neil,2019-09-27,"['Blake', 'Mark', 'Neil']",Blake cooked cheesecake on the 15th of December. Mark cooked cheesecake on the 21st of September. Neil cooked cheesecake on the 27th of September. The only person that cooked cheesecake in December is,2019-12-15,December,11,Blake
Mark,2019-04-14,Matt,2019-02-17,Neil,2019-11-14,"['Mark', 'Matt', 'Neil']",Mark received a letter on the 14th of April. Matt received a letter on the 17th of February. Neil received a letter on the 14th of November. The only person that received a letter in April is,2019-04-14,April,3,Mark
Fred,2019-08-07,Matt,2019-12-13,Jack,2019-05-28,"['Fred', 'Matt', 'Jack']",Fred took a train on the 7th of August. Matt took a train on the 13th of December. Jack took a train on the 28th of May. The only person that took a train in May is,2019-05-28,May,4,Jack
Henry,2019-11-16,Brandon,2019-09-08,Neil,2019-06-21,"['Henry', 'Brandon', 'Neil']",Henry had a picnic on the 16th of November. Brandon had a picnic on the 8th of September. Neil had a picnic on the 21st of June. The only person that had a picnic in June is,2019-06-21,June,5,Neil
Jack,2019-12-21,Luke,2019-10-25,Walker,2019-07-31,"['Jack', 'Luke', 'Walker']",Jack watched a documentary on the 21st of December. Luke watched a documentary on the 25th of October. Walker watched a documentary on the 31st of July. The only person that watched a documentary in July is,2019-07-31,July,6,Walker
Frank,2019-08-19,Richard,2019-12-14,Emily,2019-01-31,"['Frank', 'Richard', 'Emily']",Frank visited a new city on the 19th of August. Richard visited a new city on the 14th of December. Emily visited a new city on the 31st of January. The only person that visited a new city in December is,2019-12-14,December,11,Richard
Max,2019-02-15,Dallas,2019-09-20,Neil,2019-08-12,"['Max', 'Dallas', 'Neil']",Max harvested a garden on the 15th of February. Dallas harvested a garden on the 20th of September. Neil harvested a garden on the 12th of August. The only person that harvested a garden in August is,2019-08-12,August,7,Neil
Rose,2019-07-12,Maria,2019-03-17,Grant,2019-04-29,"['Rose', 'Maria', 'Grant']",Rose attended a wedding on the 12th of July. Maria attended a wedding on the 17th of March. Grant attended a wedding on the 29th of April. The only person that attended a wedding in March is,2019-03-17,March,2,Maria
Matt,2019-11-23,Henry,2019-03-14,Jason,2019-03-26,"['Matt', 'Henry', 'Jason']",Matt harvested a garden on the 23rd of November. Henry harvested a garden on the 14th of March. Jason harvested a garden on the 26th of March. The only person that harvested a garden in November is,2019-11-23,November,10,Matt
Grant,2019-04-29,Richard,2019-12-07,Jerry,2019-12-27,"['Grant', 'Richard', 'Jerry']",Grant threw a party on the 29th of April. Richard threw a party on the 7th of December. Jerry threw a party on the 27th of December. The only person that threw a party in April is,2019-04-29,April,3,Grant
Maria,2019-10-21,Scott,2019-12-07,Andrew,2019-08-25,"['Maria', 'Scott', 'Andrew']",Maria built a desktop computer on the 21st of October. Scott built a desktop computer on the 7th of December. Andrew built a desktop computer on the 25th of August. The only person that built a desktop computer in December is,2019-12-07,December,11,Scott
Jerry,2019-03-20,Richard,2019-02-10,George,2019-09-26,"['Jerry', 'Richard', 'George']",Jerry went to the museum on the 20th of March. Richard went to the museum on the 10th of February. George went to the museum on the 26th of September. The only person that went to the museum in September is,2019-09-26,September,8,George
Ryan,2019-07-20,Walker,2019-04-25,Frank,2019-10-07,"['Ryan', 'Walker', 'Frank']",Ryan alphabetized the bookshelf on the 20th of July. Walker alphabetized the bookshelf on the 25th of April. Frank alphabetized the bookshelf on the 7th of October. The only person that alphabetized the bookshelf in April is,2019-04-25,April,3,Walker
Dean,2019-07-12,Bob,2019-08-22,Scott,2019-03-11,"['Dean', 'Bob', 'Scott']",Dean went to an Indian restaurant on the 12th of July. Bob went to an Indian restaurant on the 22nd of August. Scott went to an Indian restaurant on the 11th of March. The only person that went to an Indian restaurant in August is,2019-08-22,August,7,Bob
Blake,2019-06-15,Luke,2019-01-27,Steve,2019-12-27,"['Blake', 'Luke', 'Steve']",Blake renovated the kitchen on the 15th of June. Luke renovated the kitchen on the 27th of January. Steve renovated the kitchen on the 27th of December. The only person that renovated the kitchen in June is,2019-06-15,June,5,Blake
Frank,2019-04-10,Jack,2019-01-28,Rachel,2019-10-05,"['Frank', 'Jack', 'Rachel']",Frank renovated the kitchen on the 10th of April. Jack renovated the kitchen on the 28th of January. Rachel renovated the kitchen on the 5th of October. The only person that renovated the kitchen in October is,2019-10-05,October,9,Rachel
Dean,2019-11-16,Kevin,2019-02-06,Josh,2019-11-20,"['Dean', 'Kevin', 'Josh']",Dean went to the museum on the 16th of November. Kevin went to the museum on the 6th of February. Josh went to the museum on the 20th of November. The only person that went to the museum in February is,2019-02-06,February,1,Kevin
Maria,2019-05-10,Ian,2019-11-22,Aaron,2019-03-21,"['Maria', 'Ian', 'Aaron']",Maria arrived in the US on the 10th of May. Ian arrived in the US on the 22nd of November. Aaron arrived in the US on the 21st of March. The only person that arrived in the US in November is,2019-11-22,November,10,Ian
Mark,2019-05-22,Kevin,2019-09-16,Joy,2019-03-07,"['Mark', 'Kevin', 'Joy']",Mark visited their family on the 22nd of May. Kevin visited their family on the 16th of September. Joy visited their family on the 7th of March. The only person that visited their family in May is,2019-05-22,May,4,Mark
Alice,2019-11-16,Kevin,2019-12-30,Peter,2019-09-20,"['Alice', 'Kevin', 'Peter']",Alice cleaned the shed on the 16th of November. Kevin cleaned the shed on the 30th of December. Peter cleaned the shed on the 20th of September. The only person that cleaned the shed in November is,2019-11-16,November,10,Alice
Michael,2019-02-05,William,2019-09-09,Kevin,2019-05-19,"['Michael', 'William', 'Kevin']",Michael attended a wedding on the 5th of February. William attended a wedding on the 9th of September. Kevin attended a wedding on the 19th of May. The only person that attended a wedding in February is,2019-02-05,February,1,Michael
Ian,2019-05-21,Andrew,2019-02-28,Tyler,2019-08-03,"['Ian', 'Andrew', 'Tyler']",Ian won a prize on the 21st of May. Andrew won a prize on the 28th of February. Tyler won a prize on the 3rd of August. The only person that won a prize in February is,2019-02-28,February,1,Andrew
Ryan,2019-08-20,Marco,2019-04-03,Matt,2019-05-08,"['Ryan', 'Marco', 'Matt']",Ryan passed an exam on the 20th of August. Marco passed an exam on the 3rd of April. Matt passed an exam on the 8th of May. The only person that passed an exam in May is,2019-05-08,May,4,Matt
Ryan,2019-11-01,Martin,2019-01-21,Andrew,2019-05-25,"['Ryan', 'Martin', 'Andrew']",Ryan refinanced the mortgage on the 1st of November. Martin refinanced the mortgage on the 21st of January. Andrew refinanced the mortgage on the 25th of May. The only person that refinanced the mortgage in January is,2019-01-21,January,0,Martin
Kevin,2019-09-23,Scott,2019-12-07,Martin,2019-08-04,"['Kevin', 'Scott', 'Martin']",Kevin went camping on the 23rd of September. Scott went camping on the 7th of December. Martin went camping on the 4th of August. The only person that went camping in August is,2019-08-04,August,7,Martin
Max,2019-11-26,Jack,2019-09-14,Richard,2019-12-14,"['Max', 'Jack', 'Richard']",Max cleaned the garage on the 26th of November. Jack cleaned the garage on the 14th of September. Richard cleaned the garage on the 14th of December. The only person that cleaned the garage in November is,2019-11-26,November,10,Max
Emily,2019-05-21,Fred,2019-01-16,Leon,2019-08-20,"['Emily', 'Fred', 'Leon']",Emily cleaned the attic on the 21st of May. Fred cleaned the attic on the 16th of January. Leon cleaned the attic on the 20th of August. The only person that cleaned the attic in January is,2019-01-16,January,0,Fred
George,2019-09-26,Martin,2019-11-19,Brandon,2019-01-22,"['George', 'Martin', 'Brandon']",George played chess on the 26th of September. Martin played chess on the 19th of November. Brandon played chess on the 22nd of January. The only person that played chess in November is,2019-11-19,November,10,Martin
Richard,2019-09-08,Matt,2019-09-20,Tyler,2019-01-01,"['Richard', 'Matt', 'Tyler']",Richard refinanced the mortgage on the 8th of September. Matt refinanced the mortgage on the 20th of September. Tyler refinanced the mortgage on the 1st of January. The only person that refinanced the mortgage in January is,2019-01-01,January,0,Tyler
Henry,2019-11-12,Jason,2019-03-08,Ian,2019-11-28,"['Henry', 'Jason', 'Ian']",Henry threw a party on the 12th of November. Jason threw a party on the 8th of March. Ian threw a party on the 28th of November. The only person that threw a party in March is,2019-03-08,March,2,Jason
Andrew,2019-04-21,Hunter,2019-02-24,Rose,2019-07-17,"['Andrew', 'Hunter', 'Rose']",Andrew purchased a new laptop on the 21st of April. Hunter purchased a new laptop on the 24th of February. Rose purchased a new laptop on the 17th of July. The only person that purchased a new laptop in April is,2019-04-21,April,3,Andrew
Matt,2019-10-29,George,2019-06-23,Hope,2019-05-25,"['Matt', 'George', 'Hope']",Matt went to the beach on the 29th of October. George went to the beach on the 23rd of June. Hope went to the beach on the 25th of May. The only person that went to the beach in October is,2019-10-29,October,9,Matt
Laura,2019-04-21,Ian,2019-06-11,Richard,2019-09-23,"['Laura', 'Ian', 'Richard']",Laura watched a documentary on the 21st of April. Ian watched a documentary on the 11th of June. Richard watched a documentary on the 23rd of September. The only person that watched a documentary in April is,2019-04-21,April,3,Laura
Emily,2019-07-20,Grant,2019-07-15,Max,2019-03-06,"['Emily', 'Grant', 'Max']",Emily went to the cinema on the 20th of July. Grant went to the cinema on the 15th of July. Max went to the cinema on the 6th of March. The only person that went to the cinema in March is,2019-03-06,March,2,Max
Michael,2019-07-24,Walker,2019-03-24,Scott,2019-07-20,"['Michael', 'Walker', 'Scott']",Michael went to a Thai restaurant on the 24th of July. Walker went to a Thai restaurant on the 24th of March. Scott went to a Thai restaurant on the 20th of July. The only person that went to a Thai restaurant in March is,2019-03-24,March,2,Walker
Robert,2019-05-01,Rachel,2019-03-14,John,2019-04-18,"['Robert', 'Rachel', 'John']",Robert baked a cake on the 1st of May. Rachel baked a cake on the 14th of March. John baked a cake on the 18th of April. The only person that baked a cake in April is,2019-04-18,April,3,John
