name_1,time_1,name_2,time_2,name_3,time_3,context,alternatives,correct_time,correct_time_expr,correct_answer,correct_phase,correct_phase_og,correct_phase_label,correct_phase_og_label,time_idx_start,time_idx_end
Dean,20:30:00,Kevin,08:45:00,Tyler,12:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Dean wakes up at 20:30. Kevin wakes up at 8:45. Tyler wakes up at 12:15. The only person that wakes up in the morning is","['Dean', 'Kevin', 'Tyler']",20:30:00,20:30,Dean,morning,evening,1,3,107,112
Matt,07:15:00,Martin,14:15:00,Aaron,13:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Matt prints some documents at 7:15. Martin prints some documents at 14:15. Aaron prints some documents at 13:45. The only person that prints some documents in the evening is","['Matt', 'Martin', 'Aaron']",07:15:00,7:15,Matt,evening,morning,3,1,120,124
Brandon,14:15:00,Frank,23:00:00,Jerry,17:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Brandon has a snack at 14:15. Frank has a snack at 23:00. Jerry has a snack at 17:15. The only person that has a snack in the night is","['Brandon', 'Frank', 'Jerry']",14:15:00,14:15,Brandon,night,afternoon,0,2,113,118
Ryan,23:30:00,Aaron,00:15:00,Martin,16:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Ryan looks at social media at 23:30. Aaron looks at social media at 00:15. Martin looks at social media at 16:45. The only person that looks at social media in the night is","['Ryan', 'Aaron', 'Martin']",16:45:00,16:45,Martin,night,afternoon,0,2,197,202
Jerry,08:00:00,Mark,00:00:00,Tyler,11:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jerry eats a meal at 8:00. Mark eats a meal at 00:00. Tyler eats a meal at 11:30. The only person that eats a meal in the evening is","['Jerry', 'Mark', 'Tyler']",08:00:00,8:00,Jerry,evening,morning,3,1,111,115
Peter,22:45:00,Leon,00:45:00,Tyler,21:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Peter packs the bag at 22:45. Leon packs the bag at 00:45. Tyler packs the bag at 21:45. The only person that packs the bag in the morning is","['Peter', 'Leon', 'Tyler']",21:45:00,21:45,Tyler,morning,evening,1,3,172,177
Dean,06:45:00,Scott,14:00:00,Richard,15:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Dean plays a musical instrument at 6:45. Scott plays a musical instrument at 14:00. Richard plays a musical instrument at 15:45. The only person that plays a musical instrument in the evening is","['Dean', 'Scott', 'Richard']",06:45:00,6:45,Dean,evening,morning,3,1,125,129
Leon,10:30:00,Grant,16:00:00,Joy,05:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Leon checks the news at 10:30. Grant checks the news at 16:00. Joy checks the news at 5:45. The only person that checks the news in the evening is","['Leon', 'Grant', 'Joy']",05:45:00,5:45,Joy,evening,night,3,0,176,180
Leon,08:30:00,Peter,16:00:00,Luke,06:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Leon listens to music at 8:30. Peter listens to music at 16:00. Luke listens to music at 6:15. The only person that listens to music in the night is","['Leon', 'Peter', 'Luke']",16:00:00,16:00,Peter,night,afternoon,0,2,147,152
Fred,01:45:00,Robert,16:15:00,Kevin,17:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Fred watches TV at 1:45. Robert watches TV at 16:15. Kevin watches TV at 17:45. The only person that watches TV in the afternoon is","['Fred', 'Robert', 'Kevin']",01:45:00,1:45,Fred,afternoon,night,2,0,109,113
Jack,10:45:00,Dallas,18:30:00,Joy,07:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jack goes to bed at 10:45. Dallas goes to bed at 18:30. Joy goes to bed at 7:15. The only person that goes to bed in the night is","['Jack', 'Dallas', 'Joy']",10:45:00,10:45,Jack,night,morning,0,1,110,115
William,15:15:00,Richard,07:30:00,Grant,02:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. William rides a bike at 15:15. Richard rides a bike at 7:30. Grant rides a bike at 2:45. The only person that rides a bike in the night is","['William', 'Richard', 'Grant']",15:15:00,15:15,William,night,afternoon,0,2,114,119
Max,04:45:00,Ian,19:15:00,Alex,07:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Max watches TV at 4:45. Ian watches TV at 19:15. Alex watches TV at 7:15. The only person that watches TV in the morning is","['Max', 'Ian', 'Alex']",19:15:00,19:15,Ian,morning,evening,1,3,132,137
Leon,02:00:00,Josh,11:00:00,Richard,02:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Leon drinks water at 2:00. Josh drinks water at 11:00. Richard drinks water at 2:15. The only person that drinks water in the night is","['Leon', 'Josh', 'Richard']",11:00:00,11:00,Josh,night,morning,0,1,138,143
Tyler,12:00:00,Robert,16:00:00,April,00:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Tyler makes a phone call at 12:00. Robert makes a phone call at 16:00. April makes a phone call at 00:45. The only person that makes a phone call in the afternoon is","['Tyler', 'Robert', 'April']",00:45:00,0:45,April,afternoon,night,2,0,190,194
Rose,20:45:00,Joy,15:00:00,Peter,12:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Rose calls a friend at 20:45. Joy calls a friend at 15:00. Peter calls a friend at 12:00. The only person that calls a friend in the morning is","['Rose', 'Joy', 'Peter']",20:45:00,20:45,Rose,morning,evening,1,3,113,118
Dallas,22:45:00,Joy,20:00:00,Bob,03:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Dallas watches the news at 22:45. Joy watches the news at 20:00. Bob watches the news at 3:45. The only person that watches the news in the afternoon is","['Dallas', 'Joy', 'Bob']",22:45:00,22:45,Dallas,afternoon,evening,2,3,117,122
Aaron,05:15:00,Maria,22:30:00,Grant,17:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Aaron watches the news at 5:15. Maria watches the news at 22:30. Grant watches the news at 17:00. The only person that watches the news in the evening is","['Aaron', 'Maria', 'Grant']",05:15:00,5:15,Aaron,evening,night,3,0,116,120
Bob,08:15:00,Steve,01:00:00,Alex,18:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Bob writes in a journal at 8:15. Steve writes in a journal at 1:00. Alex writes in a journal at 18:45. The only person that writes in a journal in the evening is","['Bob', 'Steve', 'Alex']",08:15:00,8:15,Bob,evening,morning,3,1,117,121
Neil,08:45:00,Henry,12:00:00,William,19:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Neil leaves for work at 8:45. Henry leaves for work at 12:00. William leaves for work at 19:15. The only person that leaves for work in the evening is","['Neil', 'Henry', 'William']",08:45:00,8:45,Neil,evening,morning,3,1,114,118
Max,14:15:00,Rose,14:00:00,Steve,17:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Max eats a meal at 14:15. Rose eats a meal at 14:00. Steve eats a meal at 17:45. The only person that eats a meal in the morning is","['Max', 'Rose', 'Steve']",17:45:00,17:45,Steve,morning,afternoon,1,2,164,169
Bob,14:15:00,Rachel,01:15:00,George,20:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Bob prepares for bed at 14:15. Rachel prepares for bed at 1:15. George prepares for bed at 20:45. The only person that prepares for bed in the night is","['Bob', 'Rachel', 'George']",14:15:00,14:15,Bob,night,afternoon,0,2,114,119
Jack,03:30:00,Alex,09:15:00,George,07:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jack reads the newspaper at 3:30. Alex reads the newspaper at 9:15. George reads the newspaper at 7:30. The only person that reads the newspaper in the afternoon is","['Jack', 'Alex', 'George']",03:30:00,3:30,Jack,afternoon,night,2,0,118,122
Neil,18:45:00,Jason,01:15:00,Luke,13:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Neil goes to bed at 18:45. Jason goes to bed at 1:15. Luke goes to bed at 13:30. The only person that goes to bed in the morning is","['Neil', 'Jason', 'Luke']",18:45:00,18:45,Neil,morning,evening,1,3,110,115
Martin,14:15:00,Joy,14:45:00,Matt,03:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Martin listens to music at 14:15. Joy listens to music at 14:45. Matt listens to music at 3:45. The only person that listens to music in the evening is","['Martin', 'Joy', 'Matt']",03:45:00,3:45,Matt,evening,night,3,0,180,184
Alice,00:30:00,Matt,20:30:00,Max,14:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Alice washes the dishes at 00:30. Matt washes the dishes at 20:30. Max washes the dishes at 14:15. The only person that washes the dishes in the afternoon is","['Alice', 'Matt', 'Max']",00:30:00,0:30,Alice,afternoon,night,2,0,118,122
Emily,04:15:00,Fred,00:30:00,Rose,15:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Emily listens to a podcast at 4:15. Fred listens to a podcast at 00:30. Rose listens to a podcast at 15:00. The only person that listens to a podcast in the evening is","['Emily', 'Fred', 'Rose']",04:15:00,4:15,Emily,evening,night,3,0,120,124
Matt,11:45:00,April,19:00:00,Neil,10:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Matt wakes up at 11:45. April wakes up at 19:00. Neil wakes up at 10:00. The only person that wakes up in the morning is","['Matt', 'April', 'Neil']",19:00:00,19:00,April,morning,evening,1,3,132,137
Michael,06:45:00,Maria,20:30:00,Fred,23:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Michael watches a movie at 6:45. Maria watches a movie at 20:30. Fred watches a movie at 23:45. The only person that watches a movie in the evening is","['Michael', 'Maria', 'Fred']",06:45:00,6:45,Michael,evening,morning,3,1,117,121
Laura,11:00:00,Maria,11:15:00,Jack,07:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Laura calls their partner at 11:00. Maria calls their partner at 11:15. Jack calls their partner at 7:45. The only person that calls their partner in the evening is","['Laura', 'Maria', 'Jack']",07:45:00,7:45,Jack,evening,morning,3,1,190,194
Alex,18:45:00,Richard,05:30:00,Aaron,03:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Alex does stretching at 18:45. Richard does stretching at 5:30. Aaron does stretching at 3:00. The only person that does stretching in the morning is","['Alex', 'Richard', 'Aaron']",18:45:00,18:45,Alex,morning,evening,1,3,114,119
Kevin,08:15:00,Peter,06:15:00,Jack,00:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Kevin tidies up the room at 8:15. Peter tidies up the room at 6:15. Jack tidies up the room at 00:30. The only person that tidies up the room in the afternoon is","['Kevin', 'Peter', 'Jack']",00:30:00,0:30,Jack,afternoon,night,2,0,186,190
Henry,00:30:00,Tyler,04:30:00,Charlie,08:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Henry wakes up at 00:30. Tyler wakes up at 4:30. Charlie wakes up at 8:15. The only person that wakes up in the afternoon is","['Henry', 'Tyler', 'Charlie']",00:30:00,0:30,Henry,afternoon,night,2,0,109,113
Luke,15:45:00,Blake,22:45:00,John,13:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Luke looks at social media at 15:45. Blake looks at social media at 22:45. John looks at social media at 13:15. The only person that looks at social media in the afternoon is","['Luke', 'Blake', 'John']",22:45:00,22:45,Blake,afternoon,evening,2,3,158,163
Kyle,17:30:00,Joy,09:30:00,Dallas,21:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Kyle sends some emails at 17:30. Joy sends some emails at 9:30. Dallas sends some emails at 21:15. The only person that sends some emails in the night is","['Kyle', 'Joy', 'Dallas']",09:30:00,9:30,Joy,night,morning,0,1,148,152
Neil,11:45:00,John,00:00:00,Charlie,03:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Neil calls their partner at 11:45. John calls their partner at 00:00. Charlie calls their partner at 3:15. The only person that calls their partner in the night is","['Neil', 'John', 'Charlie']",11:45:00,11:45,Neil,night,morning,0,1,118,123
Peter,03:00:00,Fred,04:00:00,Rachel,05:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Peter watches TV at 3:00. Fred watches TV at 4:00. Rachel watches TV at 5:00. The only person that watches TV in the afternoon is","['Peter', 'Fred', 'Rachel']",03:00:00,3:00,Peter,afternoon,night,2,0,110,114
Aaron,00:15:00,William,19:00:00,Henry,15:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Aaron loads the laundry at 00:15. William loads the laundry at 19:00. Henry loads the laundry at 15:00. The only person that loads the laundry in the afternoon is","['Aaron', 'William', 'Henry']",00:15:00,0:15,Aaron,afternoon,night,2,0,118,122
Jason,01:15:00,Max,20:45:00,Josh,03:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jason rides a bike at 1:15. Max rides a bike at 20:45. Josh rides a bike at 3:15. The only person that rides a bike in the morning is","['Jason', 'Max', 'Josh']",20:45:00,20:45,Max,morning,evening,1,3,138,143
Michael,11:15:00,Mark,00:00:00,Frank,02:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Michael loads the laundry at 11:15. Mark loads the laundry at 00:00. Frank loads the laundry at 2:30. The only person that loads the laundry in the night is","['Michael', 'Mark', 'Frank']",11:15:00,11:15,Michael,night,morning,0,1,119,124
April,18:15:00,Mark,05:45:00,Josh,03:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. April has a snack at 18:15. Mark has a snack at 5:45. Josh has a snack at 3:15. The only person that has a snack in the morning is","['April', 'Mark', 'Josh']",18:15:00,18:15,April,morning,evening,1,3,111,116
