name_1,date_1,name_2,date_2,name_3,date_3,alternatives,context,correct_date,correct_date_str,correct_season,correct_season_label,correct_og_season,correct_og_season_label,correct_answer
William,2019-10-28,Andrew,2019-05-06,Fred,2019-10-23,"['William', 'Andrew', 'Fred']",The following events take place in the southern hemisphere. William passed an exam on the 28th of October. Andrew passed an exam on the 6th of May. Fred passed an exam on the 23rd of October. The only person that passed an exam in fall is,2019-05-06,6th of May,fall,3,spring,1,Andrew
Steve,2019-08-24,Mark,2019-10-20,Luke,2019-03-10,"['Steve', 'Mark', 'Luke']",The following events take place in the southern hemisphere. Steve watched a movie on the 24th of August. Mark watched a movie on the 20th of October. Luke watched a movie on the 10th of March. The only person that watched a movie in winter is,2019-08-24,24th of August,winter,0,summer,2,Steve
George,2019-09-24,Aaron,2019-04-18,Henry,2019-10-17,"['George', 'Aaron', 'Henry']",The following events take place in the southern hemisphere. George arrived in the UK on the 24th of September. Aaron arrived in the UK on the 18th of April. Henry arrived in the UK on the 17th of October. The only person that arrived in the UK in fall is,2019-04-18,18th of April,fall,3,spring,1,Aaron
Scott,2019-05-25,Robert,2019-12-26,Michael,2019-09-18,"['Scott', 'Robert', 'Michael']",The following events take place in the southern hemisphere. Scott cleaned the windows on the 25th of May. Robert cleaned the windows on the 26th of December. Michael cleaned the windows on the 18th of September. The only person that cleaned the windows in fall is,2019-05-25,25th of May,fall,3,spring,1,Scott
Tyler,2019-02-23,Ian,2019-01-08,Aaron,2019-10-20,"['Tyler', 'Ian', 'Aaron']",The following events take place in the southern hemisphere. Tyler called a friend on the 23rd of February. Ian called a friend on the 8th of January. Aaron called a friend on the 20th of October. The only person that called a friend in spring is,2019-10-20,20th of October,spring,1,fall,3,Aaron
Connor,2019-11-06,Charlie,2019-01-05,John,2019-01-15,"['Connor', 'Charlie', 'John']",The following events take place in the southern hemisphere. Connor got a massage on the 6th of November. Charlie got a massage on the 5th of January. John got a massage on the 15th of January. The only person that got a massage in spring is,2019-11-06,6th of November,spring,1,fall,3,Connor
Ian,2019-12-07,Joy,2019-03-15,Dean,2019-11-11,"['Ian', 'Joy', 'Dean']",The following events take place in the southern hemisphere. Ian returned from vacation on the 7th of December. Joy returned from vacation on the 15th of March. Dean returned from vacation on the 11th of November. The only person that returned from vacation in summer is,2019-03-15,15th of March,summer,2,winter,0,Joy
Hope,2019-12-11,Charlie,2019-02-17,Neil,2019-05-09,"['Hope', 'Charlie', 'Neil']",The following events take place in the southern hemisphere. Hope baked a cake on the 11th of December. Charlie baked a cake on the 17th of February. Neil baked a cake on the 9th of May. The only person that baked a cake in spring is,2019-12-11,11th of December,spring,1,fall,3,Hope
Emily,2019-05-06,Luke,2019-03-10,Jason,2019-08-08,"['Emily', 'Luke', 'Jason']",The following events take place in the southern hemisphere. Emily received a promotion on the 6th of May. Luke received a promotion on the 10th of March. Jason received a promotion on the 8th of August. The only person that received a promotion in fall is,2019-05-06,6th of May,fall,3,spring,1,Emily
Aaron,2019-10-07,Mark,2019-04-13,Richard,2019-01-05,"['Aaron', 'Mark', 'Richard']",The following events take place in the southern hemisphere. Aaron got a haircut on the 7th of October. Mark got a haircut on the 13th of April. Richard got a haircut on the 5th of January. The only person that got a haircut in spring is,2019-10-07,7th of October,spring,1,fall,3,Aaron
Blake,2019-10-20,Scott,2019-06-04,George,2019-07-15,"['Blake', 'Scott', 'George']",The following events take place in the southern hemisphere. Blake ironed the clothes on the 20th of October. Scott ironed the clothes on the 4th of June. George ironed the clothes on the 15th of July. The only person that ironed the clothes in spring is,2019-10-20,20th of October,spring,1,fall,3,Blake
John,2019-11-09,Jerry,2019-12-24,Jason,2019-08-08,"['John', 'Jerry', 'Jason']",The following events take place in the southern hemisphere. John won a prize on the 9th of November. Jerry won a prize on the 24th of December. Jason won a prize on the 8th of August. The only person that won a prize in spring is,2019-11-09,9th of November,spring,1,fall,3,John
Brandon,2019-02-23,Frank,2019-11-27,Ryan,2019-06-17,"['Brandon', 'Frank', 'Ryan']",The following events take place in the southern hemisphere. Brandon called a friend on the 23rd of February. Frank called a friend on the 27th of November. Ryan called a friend on the 17th of June. The only person that called a friend in summer is,2019-02-23,23rd of February,summer,2,winter,0,Brandon
Jack,2019-01-14,Blake,2019-06-14,John,2019-08-28,"['Jack', 'Blake', 'John']",The following events take place in the southern hemisphere. Jack filled out the application on the 14th of January. Blake filled out the application on the 14th of June. John filled out the application on the 28th of August. The only person that filled out the application in summer is,2019-01-14,14th of January,summer,2,winter,0,Jack
William,2019-02-06,Josh,2019-08-07,Alex,2019-09-08,"['William', 'Josh', 'Alex']",The following events take place in the southern hemisphere. William cleaned the basement on the 6th of February. Josh cleaned the basement on the 7th of August. Alex cleaned the basement on the 8th of September. The only person that cleaned the basement in summer is,2019-02-06,6th of February,summer,2,winter,0,William
Mark,2019-12-04,John,2019-12-06,Kyle,2019-02-19,"['Mark', 'John', 'Kyle']",The following events take place in the southern hemisphere. Mark received a promotion on the 4th of December. John received a promotion on the 6th of December. Kyle received a promotion on the 19th of February. The only person that received a promotion in summer is,2019-02-19,19th of February,summer,2,winter,0,Kyle
Henry,2019-11-12,Kyle,2019-05-16,George,2019-06-01,"['Henry', 'Kyle', 'George']",The following events take place in the southern hemisphere. Henry went to a French restaurant on the 12th of November. Kyle went to a French restaurant on the 16th of May. George went to a French restaurant on the 1st of June. The only person that went to a French restaurant in spring is,2019-11-12,12th of November,spring,1,fall,3,Henry
Bob,2019-01-07,John,2019-04-12,Dallas,2019-03-11,"['Bob', 'John', 'Dallas']",The following events take place in the southern hemisphere. Bob harvested a garden on the 7th of January. John harvested a garden on the 12th of April. Dallas harvested a garden on the 11th of March. The only person that harvested a garden in fall is,2019-04-12,12th of April,fall,3,spring,1,John
Kyle,2019-12-09,Rachel,2019-05-02,William,2019-12-11,"['Kyle', 'Rachel', 'William']",The following events take place in the southern hemisphere. Kyle won the lottery on the 9th of December. Rachel won the lottery on the 2nd of May. William won the lottery on the 11th of December. The only person that won the lottery in fall is,2019-05-02,2nd of May,fall,3,spring,1,Rachel
Michael,2019-12-06,Laura,2019-03-11,Ryan,2019-09-29,"['Michael', 'Laura', 'Ryan']",The following events take place in the southern hemisphere. Michael washed the car on the 6th of December. Laura washed the car on the 11th of March. Ryan washed the car on the 29th of September. The only person that washed the car in summer is,2019-03-11,11th of March,summer,2,winter,0,Laura
George,2019-11-19,Rachel,2019-11-13,Matt,2019-07-04,"['George', 'Rachel', 'Matt']",The following events take place in the southern hemisphere. George painted a mural on the 19th of November. Rachel painted a mural on the 13th of November. Matt painted a mural on the 4th of July. The only person that painted a mural in winter is,2019-07-04,4th of July,winter,0,summer,2,Matt
John,2019-08-25,Michael,2019-11-13,Leon,2019-04-12,"['John', 'Michael', 'Leon']",The following events take place in the southern hemisphere. John repotted the plants on the 25th of August. Michael repotted the plants on the 13th of November. Leon repotted the plants on the 12th of April. The only person that repotted the plants in winter is,2019-08-25,25th of August,winter,0,summer,2,John
Connor,2019-11-24,Michael,2019-08-03,Brandon,2019-07-21,"['Connor', 'Michael', 'Brandon']",The following events take place in the southern hemisphere. Connor went to a Mexican restaurant on the 24th of November. Michael went to a Mexican restaurant on the 3rd of August. Brandon went to a Mexican restaurant on the 21st of July. The only person that went to a Mexican restaurant in spring is,2019-11-24,24th of November,spring,1,fall,3,Connor
Josh,2019-01-26,Robert,2019-05-08,Grant,2019-01-10,"['Josh', 'Robert', 'Grant']",The following events take place in the southern hemisphere. Josh moved to a new city on the 26th of January. Robert moved to a new city on the 8th of May. Grant moved to a new city on the 10th of January. The only person that moved to a new city in fall is,2019-05-08,8th of May,fall,3,spring,1,Robert
Rose,2019-03-27,Laura,2019-04-29,Brandon,2019-12-22,"['Rose', 'Laura', 'Brandon']",The following events take place in the southern hemisphere. Rose ran a marathon on the 27th of March. Laura ran a marathon on the 29th of April. Brandon ran a marathon on the 22nd of December. The only person that ran a marathon in summer is,2019-12-22,22nd of December,summer,2,winter,0,Brandon
Frank,2019-08-14,Richard,2019-01-17,Hunter,2019-09-16,"['Frank', 'Richard', 'Hunter']",The following events take place in the southern hemisphere. Frank moved to a new city on the 14th of August. Richard moved to a new city on the 17th of January. Hunter moved to a new city on the 16th of September. The only person that moved to a new city in summer is,2019-01-17,17th of January,summer,2,winter,0,Richard
Fred,2019-11-22,Joy,2019-08-11,Henry,2019-01-06,"['Fred', 'Joy', 'Henry']",The following events take place in the southern hemisphere. Fred visited their family on the 22nd of November. Joy visited their family on the 11th of August. Henry visited their family on the 6th of January. The only person that visited their family in spring is,2019-11-22,22nd of November,spring,1,fall,3,Fred
Max,2019-05-26,Blake,2019-10-31,William,2019-06-19,"['Max', 'Blake', 'William']",The following events take place in the southern hemisphere. Max got a haircut on the 26th of May. Blake got a haircut on the 31st of October. William got a haircut on the 19th of June. The only person that got a haircut in spring is,2019-10-31,31st of October,spring,1,fall,3,Blake
Matt,2019-07-04,Mark,2019-01-22,Rose,2019-03-20,"['Matt', 'Mark', 'Rose']",The following events take place in the southern hemisphere. Matt renovated the kitchen on the 4th of July. Mark renovated the kitchen on the 22nd of January. Rose renovated the kitchen on the 20th of March. The only person that renovated the kitchen in winter is,2019-07-04,4th of July,winter,0,summer,2,Matt
Grant,2019-02-01,Rachel,2019-09-10,Hunter,2019-07-11,"['Grant', 'Rachel', 'Hunter']",The following events take place in the southern hemisphere. Grant watched TV on the 1st of February. Rachel watched TV on the 10th of September. Hunter watched TV on the 11th of July. The only person that watched TV in summer is,2019-02-01,1st of February,summer,2,winter,0,Grant
Dallas,2019-09-26,Jerry,2019-12-24,Brandon,2019-08-04,"['Dallas', 'Jerry', 'Brandon']",The following events take place in the southern hemisphere. Dallas passed an exam on the 26th of September. Jerry passed an exam on the 24th of December. Brandon passed an exam on the 4th of August. The only person that passed an exam in spring is,2019-09-26,26th of September,spring,1,fall,3,Dallas
