name_1,date_1,name_2,date_2,name_3,date_3,alternatives,context,correct_date,correct_date_str,correct_season,correct_season_label,correct_answer
Aaron,2019-02-25,Walker,2019-11-11,Rose,2019-02-04,"['Aaron', 'Walker', 'Rose']",Aaron baked a cake on the 25th of February. Walker baked a cake on the 11th of November. Rose baked a cake on the 4th of February. The only person that baked a cake in fall is,2019-11-11,11th of November,fall,3,Walker
Connor,2019-07-16,Hope,2019-09-28,Alex,2019-09-07,"['Connor', 'Hope', 'Alex']",Connor renovated the kitchen on the 16th of July. Hope renovated the kitchen on the 28th of September. Alex renovated the kitchen on the 7th of September. The only person that renovated the kitchen in fall is,2019-09-28,28th of September,fall,3,Hope
Kevin,2019-05-04,Rachel,2019-10-09,Leon,2019-07-05,"['Kevin', 'Rachel', 'Leon']",Kevin won a contest on the 4th of May. Rachel won a contest on the 9th of October. Leon won a contest on the 5th of July. The only person that won a contest in spring is,2019-05-04,4th of May,spring,1,Kevin
Rose,2019-02-04,Hope,2019-12-14,Dean,2019-04-14,"['Rose', 'Hope', 'Dean']",Rose alphabetized the bookshelf on the 4th of February. Hope alphabetized the bookshelf on the 14th of December. Dean alphabetized the bookshelf on the 14th of April. The only person that alphabetized the bookshelf in winter is,2019-02-04,4th of February,winter,0,Rose
Emily,2019-10-16,Rose,2019-01-20,Scott,2019-11-25,"['Emily', 'Rose', 'Scott']",Emily got surgery on the 16th of October. Rose got surgery on the 20th of January. Scott got surgery on the 25th of November. The only person that got surgery in winter is,2019-01-20,20th of January,winter,0,Rose
Steve,2019-02-26,William,2019-10-31,Ryan,2019-10-10,"['Steve', 'William', 'Ryan']",Steve watered the plants on the 26th of February. William watered the plants on the 31st of October. Ryan watered the plants on the 10th of October. The only person that watered the plants in winter is,2019-02-26,26th of February,winter,0,Steve
Kevin,2019-10-16,Henry,2019-02-16,Alice,2019-11-30,"['Kevin', 'Henry', 'Alice']",Kevin reorganized the closet on the 16th of October. Henry reorganized the closet on the 16th of February. Alice reorganized the closet on the 30th of November. The only person that reorganized the closet in winter is,2019-02-16,16th of February,winter,0,Henry
Connor,2019-02-19,Andrew,2019-01-10,William,2019-11-25,"['Connor', 'Andrew', 'William']",Connor watched TV on the 19th of February. Andrew watched TV on the 10th of January. William watched TV on the 25th of November. The only person that watched TV in fall is,2019-11-25,25th of November,fall,3,William
Grant,2019-10-20,Hunter,2019-11-10,Jason,2019-03-25,"['Grant', 'Hunter', 'Jason']",Grant went to a Chinese restaurant on the 20th of October. Hunter went to a Chinese restaurant on the 10th of November. Jason went to a Chinese restaurant on the 25th of March. The only person that went to a Chinese restaurant in spring is,2019-03-25,25th of March,spring,1,Jason
Max,2019-06-23,Laura,2019-01-26,Scott,2019-11-25,"['Max', 'Laura', 'Scott']",Max sent a package on the 23rd of June. Laura sent a package on the 26th of January. Scott sent a package on the 25th of November. The only person that sent a package in summer is,2019-06-23,23rd of June,summer,2,Max
Josh,2019-02-14,Andrew,2019-10-09,Matt,2019-06-22,"['Josh', 'Andrew', 'Matt']",Josh visited their family on the 14th of February. Andrew visited their family on the 9th of October. Matt visited their family on the 22nd of June. The only person that visited their family in winter is,2019-02-14,14th of February,winter,0,Josh
Jack,2019-09-06,Scott,2019-11-05,Connor,2019-07-16,"['Jack', 'Scott', 'Connor']",Jack went camping on the 6th of September. Scott went camping on the 5th of November. Connor went camping on the 16th of July. The only person that went camping in fall is,2019-11-05,5th of November,fall,3,Scott
Steve,2019-04-21,Grant,2019-07-06,Laura,2019-09-14,"['Steve', 'Grant', 'Laura']",Steve went hiking on the 21st of April. Grant went hiking on the 6th of July. Laura went hiking on the 14th of September. The only person that went hiking in spring is,2019-04-21,21st of April,spring,1,Steve
Andrew,2019-02-04,Hunter,2019-10-31,Robert,2019-12-04,"['Andrew', 'Hunter', 'Robert']",Andrew planted a tree on the 4th of February. Hunter planted a tree on the 31st of October. Robert planted a tree on the 4th of December. The only person that planted a tree in winter is,2019-02-04,4th of February,winter,0,Andrew
Luke,2019-07-06,Blake,2019-11-21,Dean,2019-04-14,"['Luke', 'Blake', 'Dean']",Luke moved to a new city on the 6th of July. Blake moved to a new city on the 21st of November. Dean moved to a new city on the 14th of April. The only person that moved to a new city in summer is,2019-07-06,6th of July,summer,2,Luke
Kyle,2019-01-17,Hope,2019-03-03,Bob,2019-06-02,"['Kyle', 'Hope', 'Bob']",Kyle arrived in Germany on the 17th of January. Hope arrived in Germany on the 3rd of March. Bob arrived in Germany on the 2nd of June. The only person that arrived in Germany in spring is,2019-06-02,2nd of June,spring,1,Bob
Grant,2019-10-20,Emily,2019-04-19,Peter,2019-01-31,"['Grant', 'Emily', 'Peter']",Grant repaired the bike on the 20th of October. Emily repaired the bike on the 19th of April. Peter repaired the bike on the 31st of January. The only person that repaired the bike in fall is,2019-10-20,20th of October,fall,3,Grant
Alice,2019-04-04,Hunter,2019-11-10,Connor,2019-06-28,"['Alice', 'Hunter', 'Connor']",Alice received a promotion on the 4th of April. Hunter received a promotion on the 10th of November. Connor received a promotion on the 28th of June. The only person that received a promotion in spring is,2019-04-04,4th of April,spring,1,Alice
Kevin,2019-03-13,Aaron,2019-04-30,Robert,2019-06-28,"['Kevin', 'Aaron', 'Robert']",Kevin moved to a new city on the 13th of March. Aaron moved to a new city on the 30th of April. Robert moved to a new city on the 28th of June. The only person that moved to a new city in winter is,2019-03-13,13th of March,winter,0,Kevin
Dean,2019-07-31,Joy,2019-01-29,Robert,2019-09-20,"['Dean', 'Joy', 'Robert']",Dean donated clothes on the 31st of July. Joy donated clothes on the 29th of January. Robert donated clothes on the 20th of September. The only person that donated clothes in winter is,2019-01-29,29th of January,winter,0,Joy
Leon,2019-07-22,Rose,2019-07-26,Alice,2019-06-13,"['Leon', 'Rose', 'Alice']",Leon returned from vacation on the 22nd of July. Rose returned from vacation on the 26th of July. Alice returned from vacation on the 13th of June. The only person that returned from vacation in spring is,2019-06-13,13th of June,spring,1,Alice
Joy,2019-12-10,Kyle,2019-03-13,Frank,2019-06-03,"['Joy', 'Kyle', 'Frank']",Joy got a massage on the 10th of December. Kyle got a massage on the 13th of March. Frank got a massage on the 3rd of June. The only person that got a massage in fall is,2019-12-10,10th of December,fall,3,Joy
Alice,2019-04-04,Hunter,2019-02-13,Laura,2019-08-01,"['Alice', 'Hunter', 'Laura']",Alice visited a new country on the 4th of April. Hunter visited a new country on the 13th of February. Laura visited a new country on the 1st of August. The only person that visited a new country in spring is,2019-04-04,4th of April,spring,1,Alice
Rachel,2019-09-15,Hunter,2019-11-06,Jack,2019-12-08,"['Rachel', 'Hunter', 'Jack']",Rachel went hiking on the 15th of September. Hunter went hiking on the 6th of November. Jack went hiking on the 8th of December. The only person that went hiking in summer is,2019-09-15,15th of September,summer,2,Rachel
Frank,2019-12-29,Kevin,2019-02-02,Leon,2019-12-20,"['Frank', 'Kevin', 'Leon']",Frank watched a documentary on the 29th of December. Kevin watched a documentary on the 2nd of February. Leon watched a documentary on the 20th of December. The only person that watched a documentary in fall is,2019-12-20,20th of December,fall,3,Leon
Laura,2019-08-01,Jason,2019-04-26,Steve,2019-04-21,"['Laura', 'Jason', 'Steve']",Laura went to a Mexican restaurant on the 1st of August. Jason went to a Mexican restaurant on the 26th of April. Steve went to a Mexican restaurant on the 21st of April. The only person that went to a Mexican restaurant in summer is,2019-08-01,1st of August,summer,2,Laura
Dean,2019-10-25,Robert,2019-06-30,Ryan,2019-05-09,"['Dean', 'Robert', 'Ryan']",Dean arrived in Germany on the 25th of October. Robert arrived in Germany on the 30th of June. Ryan arrived in Germany on the 9th of May. The only person that arrived in Germany in fall is,2019-10-25,25th of October,fall,3,Dean
William,2019-02-08,Grant,2019-06-29,Martin,2019-10-03,"['William', 'Grant', 'Martin']",William went fishing on the 8th of February. Grant went fishing on the 29th of June. Martin went fishing on the 3rd of October. The only person that went fishing in winter is,2019-02-08,8th of February,winter,0,William
Scott,2019-11-30,Aaron,2019-02-22,Martin,2019-10-03,"['Scott', 'Aaron', 'Martin']",Scott filled out the application on the 30th of November. Aaron filled out the application on the 22nd of February. Martin filled out the application on the 3rd of October. The only person that filled out the application in winter is,2019-02-22,22nd of February,winter,0,Aaron
Mark,2019-05-04,Charlie,2019-03-24,Jack,2019-09-06,"['Mark', 'Charlie', 'Jack']",Mark went to the beach on the 4th of May. Charlie went to the beach on the 24th of March. Jack went to the beach on the 6th of September. The only person that went to the beach in summer is,2019-09-06,6th of September,summer,2,Jack
Charlie,2019-01-28,Kyle,2019-06-25,Neil,2019-11-04,"['Charlie', 'Kyle', 'Neil']",Charlie compiled the spreadsheet on the 28th of January. Kyle compiled the spreadsheet on the 25th of June. Neil compiled the spreadsheet on the 4th of November. The only person that compiled the spreadsheet in winter is,2019-01-28,28th of January,winter,0,Charlie
Michael,2019-08-21,Henry,2019-10-07,Luke,2019-11-05,"['Michael', 'Henry', 'Luke']",Michael passed an exam on the 21st of August. Henry passed an exam on the 7th of October. Luke passed an exam on the 5th of November. The only person that passed an exam in summer is,2019-08-21,21st of August,summer,2,Michael
Marco,2019-02-16,Josh,2019-02-14,Andrew,2019-04-25,"['Marco', 'Josh', 'Andrew']",Marco donated toys on the 16th of February. Josh donated toys on the 14th of February. Andrew donated toys on the 25th of April. The only person that donated toys in spring is,2019-04-25,25th of April,spring,1,Andrew
Rachel,2019-08-10,Henry,2019-06-25,William,2019-11-11,"['Rachel', 'Henry', 'William']",Rachel won the lottery on the 10th of August. Henry won the lottery on the 25th of June. William won the lottery on the 11th of November. The only person that won the lottery in fall is,2019-11-11,11th of November,fall,3,William
Connor,2019-12-28,April,2019-04-23,Hunter,2019-10-18,"['Connor', 'April', 'Hunter']",Connor arrived in the UK on the 28th of December. April arrived in the UK on the 23rd of April. Hunter arrived in the UK on the 18th of October. The only person that arrived in the UK in winter is,2019-12-28,28th of December,winter,0,Connor
Leon,2019-04-02,Peter,2019-04-24,Rachel,2019-10-30,"['Leon', 'Peter', 'Rachel']",Leon sent a package on the 2nd of April. Peter sent a package on the 24th of April. Rachel sent a package on the 30th of October. The only person that sent a package in fall is,2019-10-30,30th of October,fall,3,Rachel
George,2019-01-09,Joy,2019-07-17,Dean,2019-11-01,"['George', 'Joy', 'Dean']",George called a friend on the 9th of January. Joy called a friend on the 17th of July. Dean called a friend on the 1st of November. The only person that called a friend in winter is,2019-01-09,9th of January,winter,0,George
Tyler,2019-07-22,Henry,2019-03-16,Joy,2019-08-27,"['Tyler', 'Henry', 'Joy']",Tyler attended a graduation on the 22nd of July. Henry attended a graduation on the 16th of March. Joy attended a graduation on the 27th of August. The only person that attended a graduation in winter is,2019-03-16,16th of March,winter,0,Henry
Rachel,2019-05-08,Michael,2019-10-07,Ryan,2019-05-24,"['Rachel', 'Michael', 'Ryan']",Rachel went to the gym on the 8th of May. Michael went to the gym on the 7th of October. Ryan went to the gym on the 24th of May. The only person that went to the gym in fall is,2019-10-07,7th of October,fall,3,Michael
Robert,2019-01-29,Steve,2019-03-04,Luke,2019-11-26,"['Robert', 'Steve', 'Luke']",Robert went to the zoo on the 29th of January. Steve went to the zoo on the 4th of March. Luke went to the zoo on the 26th of November. The only person that went to the zoo in fall is,2019-11-26,26th of November,fall,3,Luke
Rachel,2019-01-23,Jason,2019-06-05,Fred,2019-12-26,"['Rachel', 'Jason', 'Fred']",Rachel cleaned the attic on the 23rd of January. Jason cleaned the attic on the 5th of June. Fred cleaned the attic on the 26th of December. The only person that cleaned the attic in spring is,2019-06-05,5th of June,spring,1,Jason
Frank,2019-11-02,Mark,2019-08-16,Connor,2019-01-24,"['Frank', 'Mark', 'Connor']",Frank donated clothes on the 2nd of November. Mark donated clothes on the 16th of August. Connor donated clothes on the 24th of January. The only person that donated clothes in fall is,2019-11-02,2nd of November,fall,3,Frank
Tyler,2019-05-17,Connor,2019-09-22,Fred,2019-10-25,"['Tyler', 'Connor', 'Fred']",Tyler cleaned the attic on the 17th of May. Connor cleaned the attic on the 22nd of September. Fred cleaned the attic on the 25th of October. The only person that cleaned the attic in spring is,2019-05-17,17th of May,spring,1,Tyler
Jack,2019-01-06,Aaron,2019-01-25,Dean,2019-10-25,"['Jack', 'Aaron', 'Dean']",Jack cooked lasagna on the 6th of January. Aaron cooked lasagna on the 25th of January. Dean cooked lasagna on the 25th of October. The only person that cooked lasagna in fall is,2019-10-25,25th of October,fall,3,Dean
Maria,2019-06-20,Jason,2019-08-24,John,2019-12-11,"['Maria', 'Jason', 'John']",Maria watched a movie on the 20th of June. Jason watched a movie on the 24th of August. John watched a movie on the 11th of December. The only person that watched a movie in spring is,2019-06-20,20th of June,spring,1,Maria
